gene	ensembl_id	chrom	start_hg38	end_hg38	start_hg19	end_hg19	strand	biotype	length_hg38	sources	n_sources	in_network	status	notes
RNF2	ENSG00000121481	1	185044865	185102850	185014496	185071740	1	protein_coding	57985	baxter	1		ok	
RNF41	ENSG00000181852	12	56202179	56224275	56598285	56615717	-1	protein_coding	22096	baxter	1		ok	
RPGR	ENSG00000156313	X	38269115	38327573	38128416	38186817	-1	protein_coding	58458	baxter	1		ok	
RPGRIP1L	ENSG00000103494	16	53598153	53703938	53631595	53737850	-1	protein_coding	105785	darcy	1		ok	
RPL17-C18ORF32	ENSG00000215472	18	49481681	49492479	47008051	47017956	-1	protein_coding	10798	bajpai	1		ok	
RPL24	ENSG00000114391	3	101677660	101686825	101399935	101405626	-1	protein_coding	9165	baxter	1		ok	
RPL27A	ENSG00000166441	11	8682732	8714759	8703958	8736306	1	protein_coding	32027	baxter	1		ok	
RPL38	ENSG00000172809	17	74202841	74212852	72199721	72206794	1	protein_coding	10011	baxter	1		ok	
RPRD2	ENSG00000163125	1	150363091	150476999	150335567	150449042	1	protein_coding	113908	bajpai	1		ok	
RPS14	ENSG00000164587	5	150429756	150449952	149822753	149829319	-1	protein_coding	20196	baxter	1		ok	
RPS19	ENSG00000105372	19	41859848	41872931	42363988	42376994	1	protein_coding	13083	baxter	1		ok	
RPS20	ENSG00000008988	8	56020034	56074575	56979854	56987069	-1	protein_coding	54541	baxter	1		ok	
RPS6	ENSG00000137154	9	19200287	19380299	19375713	19380252	-1	protein_coding	180012	baxter	1		ok	
RPS6KA1	ENSG00000117676	1	26529746	26575032	26856252	26901521	1	protein_coding	45286	network	1	yes	ok	
RPS7	ENSG00000171863	2	3575198	3580952	3622795	3628509	1	protein_coding	5754	baxter	1		ok	
RTEL1	ENSG00000258366	20	63657810	63696253	62289163	62328416	1	protein_coding	38443	darcy	1		ok	
RTF1	ENSG00000137815	15	41408408	41483563	41700606	41775761	1	protein_coding	75155	baxter	1		ok	
RUVBL2	ENSG00000183207	19	48993476	49017868	49496705	49519252	1	protein_coding	24392	baxter	1		ok	
RXRA	ENSG00000186350	9	134317098	134440585	137208944	137332431	1	protein_coding	123487	baxter	1		ok	
RYR1	ENSG00000196218	19	38433691	38595273	38924339	39078204	1	protein_coding	161582	network	1	yes	ok	
SAFB	ENSG00000160633	19	5622963	5668478	5623046	5668489	1	protein_coding	45515	bajpai	1		ok	
SAMD9	ENSG00000205413	7	93099513	93118042	92728829	92747336	-1	protein_coding	18529	baxter;darcy	2		ok	
SAR1A	ENSG00000079332	10	70147289	70186284	71907045	71930279	-1	protein_coding	38995	bajpai	1		ok	
SASH1	ENSG00000111961	6	148272304	148552044	148593440	148873186	1	protein_coding	279740	baxter	1		ok	
SCAF4	ENSG00000156304	21	31667491	31732184	33043346	33104388	-1	protein_coding	64693	bajpai	1		ok	
SCARB2	ENSG00000138760	4	76158723	76234536	77079890	77135046	-1	protein_coding	75813	baxter	1		ok	
SCUBE2	ENSG00000175356	11	9019476	9138114	9041071	9159661	-1	protein_coding	118638	baxter	1		ok	
SDC2	ENSG00000169439	8	96493410	96613465	97505579	97624000	1	protein_coding	120055	baxter	1		ok	
SDC4	ENSG00000124145	20	45325288	45348433	43953928	43977064	-1	protein_coding	23145	baxter	1		ok	
SDF4	ENSG00000078808	1	1216887	1240964	1152288	1167411	-1	protein_coding	24077	baxter	1		ok	
SEC31A	ENSG00000138674	4	82817500	82901166	83739814	83822319	-1	protein_coding	83666	bajpai	1		ok	
SELT	ENSG00000198843	3			150320662	150348222	1	protein_coding		bajpai	1		hg19_only	not on a primary assembly / symbol unresolved
SEMA4C	ENSG00000168758	2	96859718	96873840	97525453	97536494	-1	protein_coding	14122	baxter	1		ok	
SERPINB9	ENSG00000170542	6	2887169	2903318	2887500	2903514	-1	protein_coding	16149	darcy	1		ok	
SF3B1	ENSG00000115524	2	197388515	197435079	198254508	198299815	-1	protein_coding	46564	baxter	1		ok	
SFPQ	ENSG00000116560	1	35176378	35193446	35641979	35658749	-1	protein_coding	17068	baxter	1		ok	
SFRP4	ENSG00000106483	7	37903004	38025695	37945543	38065297	-1	protein_coding	122691	baxter	1		ok	
SGPL1	ENSG00000166224	10	70815899	70958721	72575717	72640930	1	protein_coding	142822	baxter;darcy	2		ok	
SGSM2	ENSG00000141258	17	2337488	2381058	2240792	2284352	1	protein_coding	43570	baxter	1		ok	
SH2B3	ENSG00000111252	12	111404986	111451623	111843752	111889427	1	protein_coding	46637	darcy	1		ok	
SH3BP4	ENSG00000130147	2	234951950	235055714	235860617	235964358	1	protein_coding	103764	baxter	1		ok	
SH3PXD2A	ENSG00000107957	10	103594027	103855773	105348285	105615301	-1	protein_coding	261746	baxter	1		ok	
SHC1	ENSG00000160691	1	154962284	154974452	154934774	154946871	-1	protein_coding	12168	network	1	yes	ok	
SHH	ENSG00000164690	7	155799980	155812463	155592680	155604967	-1	protein_coding	12483	baxter	1		ok	
SHISA4	ENSG00000198892	1	201888675	201893072	201857808	201861434	1	protein_coding	4397	bajpai	1		ok	
SHOC2	ENSG00000108061	10	110917932	111017314	112679301	112773425	1	protein_coding	99382	baxter;darcy	2		ok	
SHROOM2	ENSG00000146950	X	9786378	9949443	9754496	9917483	1	protein_coding	163065	baxter	1		ok	
SIAH1	ENSG00000196470	16	48356364	48448402	48390275	48482313	-1	protein_coding	92038	bajpai	1		ok	
SIK2	ENSG00000170145	11	111602383	111730855	111473115	111601577	1	protein_coding	128472	baxter	1		ok	
SIRT6	ENSG00000077463	19	4174104	4182604	4174106	4182601	-1	protein_coding	8500	bajpai	1		ok	
SIX6	ENSG00000184302	14	60509146	60512850	60975669	60979568	1	protein_coding	3704	baxter	1		ok	
SLAIN1	ENSG00000139737	13	77697687	77764614	78272023	78338377	1	protein_coding	66927	bajpai	1		ok	
SLC12A2	ENSG00000064651	5	128083165	128189687	127419458	127525380	1	protein_coding	106522	baxter	1		ok	
SLC12A9	ENSG00000146828	7	100826820	100867017	100424442	100464631	1	protein_coding	40197	bajpai	1		ok	
SLC16A2	ENSG00000147100	X	74421383	74534693	73641085	73753752	1	protein_coding	113310	baxter	1		ok	
SLC17A5	ENSG00000119899	6	73593364	73654106	74303102	74363878	-1	protein_coding	60742	bajpai;baxter;darcy	3		ok	
SLC17A6	ENSG00000091664	11	22337853	22379503	22359643	22401049	1	protein_coding	41650	baxter	1		ok	
SLC1A2	ENSG00000110436	11	35251205	35420063	35272753	35441610	-1	protein_coding	168858	darcy	1		ok	
SLC22A7	ENSG00000137204	6	43295694	43305543	43263432	43273276	1	protein_coding	9849	baxter	1		ok	
SLC24A4	ENSG00000140090	14	92322581	92501481	92788925	92962596	1	protein_coding	178900	bajpai	1		ok	
SLC24A5	ENSG00000188467	15	48120990	48142698	48413169	48434869	1	protein_coding	21708	bajpai;baxter;darcy	3		ok	
SLC26A6	ENSG00000225697	3	48625718	48635510	48663156	48672926	-1	protein_coding	9792	bajpai	1		ok	
SLC29A3	ENSG00000198246	10	71319232	71381423	73079015	73123142	1	protein_coding	62191	baxter;darcy	2		ok	
SLC2A1	ENSG00000117394	1	42925353	42958904	43391052	43424530	-1	protein_coding	33551	baxter	1		ok	
SLC2A11	ENSG00000133460	22	23856703	23886312	24198890	24228496	1	protein_coding	29609	baxter	1		ok	
SLC30A4	ENSG00000104154	15	45479606	45522834	45771809	45815005	-1	protein_coding	43228	baxter	1		ok	
SLC31A1	ENSG00000136868	9	113221191	113266935	115983808	116028674	1	protein_coding	45744	bajpai;baxter	2		ok	
SLC33A1	ENSG00000169359	3	155821024	155854563	155538813	155572218	-1	protein_coding	33539	bajpai	1		ok	
SLC36A1	ENSG00000123643	5	151437046	151525119	150816607	150871942	1	protein_coding	88073	baxter	1		ok	
SLC40A1	ENSG00000138449	2	189560491	189583758	190425305	190448484	-1	protein_coding	23267	baxter	1		ok	
SLC44A4	ENSG00000204385	6	31863173	31879198	31830969	31846823	-1	protein_coding	16025	darcy	1		ok	
SLC45A2	ENSG00000164175	5	33943530	33986124	33944721	33984835	-1	protein_coding	42594	bajpai;baxter;darcy	3		ok	
SLC7A11	ENSG00000151012	4	138164097	138242541	139085251	139163503	-1	protein_coding	78444	baxter	1		ok	
SMARCA4	ENSG00000127616	19	10960824	11079426	11071598	11176071	1	protein_coding	118602	baxter	1		ok	
SMARCA5	ENSG00000153147	4	143513445	143557486	144434616	144478639	1	protein_coding	44041	baxter	1		ok	
SMARCAL1	ENSG00000138375	2	216412383	216483056	217277137	217347776	1	protein_coding	70673	baxter;darcy	2		ok	
SMARCD1	ENSG00000066117	12	50085196	50101870	50478755	50494495	1	protein_coding	16674	baxter	1		ok	
SMCHD1	ENSG00000101596	18	2655656	2805398	2655737	2805015	1	protein_coding	149742	baxter	1		ok	
SMEK1	ENSG00000100796	14			91923955	91976898	-1	protein_coding		bajpai	1		hg19_only	not on a primary assembly / symbol unresolved
SMG7	ENSG00000116698	1	183471871	183598246	183441351	183567381	1	protein_coding	126375	bajpai	1		ok	
SMO	ENSG00000128602	7	129188501	129213546	128828713	128853386	1	protein_coding	25045	baxter;darcy	2		ok	
SMOC2	ENSG00000112562	6	168440656	168673445	168841831	169073984	1	protein_coding	232789	darcy	1		ok	
SMPD1	ENSG00000166311	11	6390381	6394998	6411655	6416228	1	protein_coding	4617	network	1	yes	ok	
SMPD2	ENSG00000135587	6	109440678	109446515	109761966	109765122	1	protein_coding	5837	network	1	yes	ok	
SNAI2	ENSG00000019549	8	48917284	48921740	49830249	49834299	-1	protein_coding	4456	baxter;darcy	2		ok	
SNAP29	ENSG00000099940	22	20858537	20891218	21213271	21245506	1	protein_coding	32681	baxter	1		ok	
SNRPC	ENSG00000124562	6	34757097	34774045	34725183	34741571	1	protein_coding	16948	baxter	1		ok	
SNX13	ENSG00000071189	7	17790747	17940712	17830385	17980124	-1	protein_coding	149965	bajpai	1		ok	
SOS1	ENSG00000115904	2	38962206	39124345	39208537	39351486	-1	protein_coding	162139	network	1	yes	ok	
SOX10	ENSG00000100146	22	37970686	37987422	38366693	38383429	-1	protein_coding	16736	baxter;darcy;network	3	yes	ok	
SOX18	ENSG00000203883	20	64047582	64050629	62679076	62680994	-1	protein_coding	3047	baxter	1		ok	
SOX2	ENSG00000181449	3	181711925	181714436	181429714	181432221	1	protein_coding	2511	baxter	1		ok	
SOX5	ENSG00000134532	12	23529504	24562544	23682440	24103966	-1	protein_coding	1033040	baxter	1		ok	
SOX9	ENSG00000125398	17	72121013	72126416	70117161	70122561	1	protein_coding	5403	baxter	1		ok	
SPAG16	ENSG00000144451	2	213284360	214410501	214149113	215275225	1	protein_coding	1126141	bajpai	1		ok	
SPAG9	ENSG00000008294	17	50962174	51120926	49039535	49198226	-1	protein_coding	158752	baxter	1		ok	
SPATA48										darcy	1		unresolved	not on a primary assembly / symbol unresolved
SPCS2	ENSG00000118363	11	74949259	74981633	74660292	74690076	1	protein_coding	32374	bajpai	1		ok	
SPCS3	ENSG00000129128	4	176319960	176333045	177241115	177253396	1	protein_coding	13085	bajpai	1		ok	
SPRED1	ENSG00000166068	15	38252076	38358502	38544527	38649450	1	protein_coding	106426	baxter;darcy	2		ok	
SPTLC1	ENSG00000090054	9	92000087	92115491	94794281	94877666	-1	protein_coding	115404	network	1	yes	ok	
SPTLC2	ENSG00000100596	14	77505997	77616781	77972340	78083116	-1	protein_coding	110784	bajpai;network	2	yes	ok	
SPTSSA	ENSG00000165389	14	34432624	34462273	34901995	34931562	-1	protein_coding	29649	bajpai	1		ok	
SRC	ENSG00000197122	20	37344673	37406050	35973088	36034453	1	protein_coding	61377	baxter;network	2	yes	ok	
SRM	ENSG00000116649	1	11054584	11060078	11114641	11120081	-1	protein_coding	5494	baxter	1		ok	
SRSF3	ENSG00000112081	6	36593777	36641535	36562145	36573377	1	protein_coding	47758	bajpai	1		ok	
SRSF5	ENSG00000100650	14	69726822	69773904	70193617	70238722	1	protein_coding	47082	bajpai	1		ok	
ST3GAL5	ENSG00000115525	2	85837120	85905199	86066267	86116137	-1	protein_coding	68079	baxter;darcy	2		ok	
STAR	ENSG00000147465	8	38138571	38151102	38001167	38008783	-1	protein_coding	12531	baxter;darcy	2		ok	
STAT1	ENSG00000115415	2	190908460	191020960	191829084	191885686	-1	protein_coding	112500	network	1	yes	ok	
STAT3	ENSG00000168610	17	42313322	42388574	40465342	40540586	-1	protein_coding	75252	network	1	yes	ok	
STAT4	ENSG00000138378	2	191029570	191178435	191894302	192016322	-1	protein_coding	148865	darcy	1		ok	
STIM1	ENSG00000167323	11	3854527	4093210	3875757	4114439	1	protein_coding	238683	baxter	1		ok	
STK11	ENSG00000118046	19	1177558	1228431	1189406	1228428	1	protein_coding	50873	baxter;darcy	2		ok	
STX12	ENSG00000117758	1	27773153	27824450	28099694	28150963	1	protein_coding	51297	baxter	1		ok	
STX17	ENSG00000136874	9	99906654	99974534	102668915	102732618	1	protein_coding	67880	baxter	1		ok	
STX3	ENSG00000166900	11	59713456	59838302	59480929	59573354	1	protein_coding	124846	baxter	1		ok	
STXBP1	ENSG00000136854	9	127579370	127696027	130374544	130457460	1	protein_coding	116657	baxter	1		ok	
SUFU	ENSG00000107882	10	102503952	102633535	104263744	104393292	1	protein_coding	129583	baxter	1		ok	
SULF1	ENSG00000137573	8	69466618	69660935	70378859	70573150	1	protein_coding	194317	baxter	1		ok	
SUPT5H	ENSG00000196235	19	39436156	39476670	39926796	39967310	1	protein_coding	40514	baxter	1		ok	
SUPT6H	ENSG00000109111	17	28661920	28702682	26989109	27029697	1	protein_coding	40762	baxter	1		ok	
SYTL2	ENSG00000137501	11	85694224	85811182	85405267	85522184	-1	protein_coding	116958	baxter	1		ok	
SZT2	ENSG00000198198	1	43389882	43454247	43855553	43918321	1	protein_coding	64365	baxter	1		ok	
TAB1	ENSG00000100324	22	39399778	39437128	39795746	39833065	1	protein_coding	37350	network	1	yes	ok	
TACO1	ENSG00000136463	17	63600879	63612023	61678231	61685725	1	protein_coding	11144	baxter	1		ok	
TAF4	ENSG00000130699	20	61953469	62065881	60528525	60640866	-1	protein_coding	112412	baxter	1		ok	
TAOK1	ENSG00000160551	17	29390336	29551903	27717482	27878922	1	protein_coding	161567	bajpai	1		ok	
TBC1D10A	ENSG00000099992	22	30291990	30326947	30687979	30723035	-1	protein_coding	34957	baxter	1		ok	
TBC1D10B	ENSG00000169221	16	30357102	30370529	30368423	30381585	-1	protein_coding	13427	baxter	1		ok	
TBC1D5	ENSG00000131374	3	17157162	18444817	17198654	18486309	-1	protein_coding	1287655	bajpai	1		ok	
TBCD	ENSG00000141556	17	82751845	82945918	80709940	80900724	1	protein_coding	194073	baxter	1		ok	
TBL1XR1	ENSG00000177565	3	177019340	177228000	176737143	176915261	-1	protein_coding	208660	bajpai	1		ok	
TBX10	ENSG00000167800	11	67631303	67639767	67398774	67407031	-1	protein_coding	8464	baxter	1		ok	
TBX15	ENSG00000092607	1	118883046	118989556	119425669	119532179	-1	protein_coding	106510	baxter	1		ok	
TBX19	ENSG00000143178	1	168280877	168314426	168250278	168283664	1	protein_coding	33549	baxter	1		ok	
TBX5	ENSG00000089225	12	114353911	114409103	114791736	114846247	-1	protein_coding	55192	darcy	1		ok	
TEF	ENSG00000167074	22	41367333	41399326	41763337	41795330	1	protein_coding	31993	darcy	1		ok	
TENM3	ENSG00000218336	4	182143918	182803024	183065140	183724177	1	protein_coding	659106	baxter	1		ok	
TERC	ENSG00000270141	3	169764610	169765060	169482308	169482848	-1	lncRNA	450	darcy	1		ok	
TERF1	ENSG00000147601	8	73008398	73048123	73921099	73960357	1	protein_coding	39725	baxter	1		ok	
TERF2	ENSG00000132604	16	69355464	69408571	69389464	69442474	-1	protein_coding	53107	baxter	1		ok	
TERF2IP	ENSG00000166848	16	75647725	75761872	75681684	75795770	1	protein_coding	114147	baxter	1		ok	
TERT	ENSG00000164362	5	1253147	1295086	1253262	1295184	-1	protein_coding	41939	baxter;darcy	2		ok	
TET2	ENSG00000168769	4	105145875	105279816	106067032	106200973	1	protein_coding	133941	baxter	1		ok	
TET3	ENSG00000187605	2	73984910	74108177	74229840	74335303	1	protein_coding	123267	baxter	1		ok	
TFAP2A	ENSG00000137203	6	10393186	10419659	10393419	10419892	-1	protein_coding	26473	baxter;network	2	yes	ok	
TFAP2C	ENSG00000087510	20	56629306	56639283	55204358	55214339	1	protein_coding	9977	baxter	1		ok	
TFAP2E	ENSG00000116819	1	35573309	35595590	36038971	36060929	1	protein_coding	22281	baxter	1		ok	
TFPI2	ENSG00000105825	7	93856698	93890957	93514709	93520303	-1	protein_coding	34259	baxter	1		ok	
TG	ENSG00000042832	8	132866953	133134903	133879203	134147147	1	protein_coding	267950	darcy	1		ok	
TGFBR2	ENSG00000163513	3	30606478	30694249	30647994	30735634	1	protein_coding	87771	baxter	1		ok	
THRA	ENSG00000126351	17	40058290	40093867	38214543	38250120	1	protein_coding	35577	baxter	1		ok	
TICAM1	ENSG00000127666	19	4815932	4831749	4815944	4831716	-1	protein_coding	15817	darcy	1		ok	
TINF2	ENSG00000092330	14	24234009	24242666	24708849	24711880	-1	protein_coding	8657	baxter;darcy	2		ok	
TJP1	ENSG00000104067	15	29699167	29969078	29991571	30261068	-1	protein_coding	269911	baxter	1		ok	
TMED10	ENSG00000170348	14	75131106	75176652	75598173	75643334	-1	protein_coding	45546	bajpai	1		ok	
TMED2	ENSG00000086598	12	123584514	123598582	124069078	124083116	1	protein_coding	14068	bajpai	1		ok	
TMEM163	ENSG00000152128	2	134455759	134719168	135213330	135476570	-1	protein_coding	263409	bajpai	1		ok	
TMEM30A	ENSG00000112697	6	75252924	75284948	75962640	75994684	-1	protein_coding	32024	bajpai	1		ok	
TMEM9B	ENSG00000175348	11	8946992	8965011	8968841	8986558	-1	protein_coding	18019	bajpai	1		ok	
TMPRSS6	ENSG00000187045	22	37065005	37110890	37461476	37505603	-1	protein_coding	45885	baxter	1		ok	
TNF	ENSG00000232810	6	31575558	31578336	31543344	31546113	1	protein_coding	2778	network	1	yes	ok	
TNFRSF11A	ENSG00000141655	18	62325086	62391288	59992520	60058516	1	protein_coding	66202	darcy	1		ok	
TNFRSF1A	ENSG00000067182	12	6328757	6342114	6437923	6451280	-1	protein_coding	13357	network	1	yes	ok	
TNFSF11	ENSG00000120659	13	42562736	42608013	43136872	43182149	1	protein_coding	45277	darcy	1		ok	
TP53	ENSG00000141510	17	7661779	7687546	7565097	7590856	-1	protein_coding	25767	baxter;network	2	yes	ok	
TP63	ENSG00000073282	3	189631252	189897276	189349205	189615068	1	protein_coding	266024	baxter;darcy	2		ok	
TPCN2	ENSG00000162341	11	69048844	69136317	68816365	68858072	1	protein_coding	87473	baxter;darcy	2		ok	
TPSAB1	ENSG00000172236	16	1239266	1242555	1290697	1292555	1	protein_coding	3289	network	1	yes	ok	
TRADD	ENSG00000102871	16	67153969	67163760	67188083	67194201	-1	protein_coding	9791	network	1	yes	ok	
TRAF2	ENSG00000127191	9	136881903	136929221	139776364	139821059	1	protein_coding	47318	network	1	yes	ok	
TRAF6	ENSG00000175104	11	36483769	36510308	36508577	36531822	-1	protein_coding	26539	baxter;network	2	yes	ok	
TRAPPC13	ENSG00000113597	5	65624733	65667114	64920543	64962060	1	protein_coding	42381	bajpai	1		ok	
TRAPPC6A	ENSG00000007255	19	45162928	45178268	45666186	45681495	-1	protein_coding	15340	baxter	1		ok	
TRIM32	ENSG00000119401	9	116687298	116702493	119449581	119463579	1	protein_coding	15195	baxter	1		ok	
TRIM33	ENSG00000197323	1	114392781	114511244	114935399	115053781	-1	protein_coding	118463	baxter	1		ok	
TRNAU1AP	ENSG00000180098	1	28552991	28578549	28879597	28905051	1	protein_coding	25558	bajpai	1		ok	
TRPM1	ENSG00000134160	15	31001065	31161160	31293264	31453476	-1	protein_coding	160095	baxter	1		ok	
TRPM7	ENSG00000092439	15	50552473	50686845	50844670	50979012	-1	protein_coding	134372	baxter	1		ok	
TSC1	ENSG00000165699	9	132891348	132946874	135766735	135820020	-1	protein_coding	55526	baxter;darcy	2		ok	
TSC2	ENSG00000103197	16	2047345	2089491	2097466	2138716	1	protein_coding	42146	baxter;darcy	2		ok	
TSHR	ENSG00000165409	14	80954989	81146306	81421333	81612646	1	protein_coding	191317	baxter	1		ok	
TTC8	ENSG00000165533	14	88824153	88881079	89290497	89344335	1	protein_coding	56926	baxter	1		ok	
TYMS	ENSG00000176890	18	657127	676613	657604	673578	1	protein_coding	19486	baxter	1		ok	
TYR	ENSG00000077498	11	89177875	89295759	88910620	89028927	1	protein_coding	117884	bajpai;baxter;darcy;network	4	yes	ok	
TYRP1	ENSG00000107165	9	12333995	12710597	12685439	12710290	1	protein_coding	376602	baxter;darcy;network	3	yes	ok	
Trypsin										network	1	yes	unresolved	not on a primary assembly / symbol unresolved
UBASH3A	ENSG00000160185	21	42403447	42447684	43824008	43867791	1	protein_coding	44237	darcy	1		ok	
UBE2E2	ENSG00000182247	3	23203015	23592847	23244511	23633284	1	protein_coding	389832	darcy	1		ok	
UBXN4	ENSG00000144224	2	135741626	135785063	136499189	136542625	1	protein_coding	43437	baxter	1		ok	
UCHL3	ENSG00000118939	13	75549483	75610084	76123619	76180085	1	protein_coding	60601	baxter	1		ok	
UQCRFS1	ENSG00000169021	19	29202811	29213151	29698173	29704448	-1	protein_coding	10340	baxter	1		ok	
USB1	ENSG00000103005	16	57999546	58021618	58033450	58055522	1	protein_coding	22072	baxter	1		ok	
USF1	ENSG00000158773	1	161039249	161045982	161009041	161015767	-1	protein_coding	6733	network	1	yes	ok	
USF2	ENSG00000105698	19	35268485	35279821	35759881	35770724	1	protein_coding	11336	bajpai;baxter	2		ok	
USP10	ENSG00000103194	16	84699942	84779926	84733584	84813528	1	protein_coding	79984	baxter	1		ok	
USP13	ENSG00000058056	3	179652730	179804368	179370543	179507189	1	protein_coding	151638	baxter	1		ok	
USP20	ENSG00000136878	9	129834698	129881842	132596977	132644107	1	protein_coding	47144	baxter	1		ok	
USP28	ENSG00000048028	11	113797870	113875615	113668596	113746292	-1	protein_coding	77745	baxter	1		ok	
USP3	ENSG00000140455	15	63504501	63594640	63796793	63886839	1	protein_coding	90139	baxter	1		ok	
USP36	ENSG00000055483	17	78787381	78841441	76783463	76837523	-1	protein_coding	54060	baxter	1		ok	
USP43	ENSG00000154914	17	9644663	9729774	9548015	9633008	1	protein_coding	85111	baxter	1		ok	
USP45	ENSG00000123552	6	99432325	99521728	99880190	99969604	-1	protein_coding	89403	baxter	1		ok	
USP48	ENSG00000090686	1	21675521	21783618	22004791	22110099	-1	protein_coding	108097	baxter	1		ok	
USP53	ENSG00000145390	4	119212128	119296162	120133742	120216672	1	protein_coding	84034	baxter	1		ok	
USP7	ENSG00000187555	16	8892094	8975328	8985951	9058371	-1	protein_coding	83234	baxter	1		ok	
USP9X	ENSG00000124486	X	41085346	41236579	40944888	41095832	1	protein_coding	151233	baxter;darcy	2		ok	
UVSSA	ENSG00000163945	4	1345691	1395989	1341054	1381837	1	protein_coding	50298	baxter;darcy	2		ok	
UXT	ENSG00000126756	X	47651792	47659301	47511197	47518560	-1	protein_coding	7509	baxter	1		ok	
VAC14	ENSG00000103043	16	70687436	70801178	70721342	70835064	-1	protein_coding	113742	baxter	1		ok	
VAMP7	ENSG00000292366	Y	57067747	57130289	155110956	155173433	1	protein_coding	62542	baxter	1		ok	
VANGL1	ENSG00000173218	1	115641854	115698224	116184574	116240845	1	protein_coding	56370	baxter	1		ok	
VDR	ENSG00000111424	12	47841537	47943048	48235320	48336831	-1	protein_coding	101511	baxter	1		ok	
VEGFA	ENSG00000112715	6	43770184	43786487	43737921	43754224	1	protein_coding	16303	darcy	1		ok	
VPS11	ENSG00000160695	11	119067789	119082753	118938403	118952688	1	protein_coding	14964	baxter	1		ok	
VPS18	ENSG00000104142	15	40894412	40903975	41186628	41196173	1	protein_coding	9563	bajpai;baxter	2		ok	
VPS26A	ENSG00000122958	10	69123512	69174412	70883268	70932617	1	protein_coding	50900	bajpai	1		ok	
VPS29	ENSG00000111237	12	110469903	110502132	110928902	110939922	-1	protein_coding	32229	bajpai	1		ok	
VPS33A	ENSG00000139719	12	122229564	122266502	122714111	122751068	-1	protein_coding	36938	baxter	1		ok	
VPS35	ENSG00000069329	16	46656132	46689518	46690054	46723430	-1	protein_coding	33386	bajpai	1		ok	
VPS39	ENSG00000166887	15	42158701	42208326	42450899	42500514	-1	protein_coding	49625	bajpai;baxter	2		ok	
VPS41	ENSG00000006715	7	38722221	38932394	38762563	38971994	-1	protein_coding	210173	bajpai	1		ok	
VPS54	ENSG00000143952	2	63891701	64019550	64119280	64246206	-1	protein_coding	127849	bajpai	1		ok	
WDFY1	ENSG00000085449	2	223855716	223945357	224720433	224810104	-1	protein_coding	89641	bajpai	1		ok	
WDPCP	ENSG00000143951	2	63119559	63827843	63348518	64054977	-1	protein_coding	708284	baxter	1		ok	
WDR73	ENSG00000177082	15	84639283	84654343	85185999	85197574	-1	protein_coding	15060	baxter	1		ok	
WDR81	ENSG00000167716	17	1716523	1738599	1619817	1641893	1	protein_coding	22076	bajpai	1		ok	
WDR91	ENSG00000105875	7	135183838	135211557	134868590	134896316	-1	protein_coding	27719	bajpai	1		ok	
WIF1	ENSG00000156076	12	65050565	65121582	65444406	65515346	-1	protein_coding	71017	baxter;darcy	2		ok	
WIPI1	ENSG00000070540	17	68420948	68457563	66417089	66453654	-1	protein_coding	36615	baxter	1		ok	
WNT1	ENSG00000125084	12	48978322	48982620	49372398	49375459	1	protein_coding	4298	baxter	1		ok	
WNT3A	ENSG00000154342	1	228006924	228061328	228194752	228248961	1	protein_coding	54404	baxter	1		ok	
WNT5A	ENSG00000114251	3	55465715	55490539	55499743	55523973	-1	protein_coding	24824	network	1	yes	ok	
WNT7A	ENSG00000154764	3	13816157	13880104	13857755	13921618	-1	protein_coding	63947	baxter	1		ok	
WRAP53	ENSG00000141499	17	7686071	7703505	7589389	7606820	1	protein_coding	17434	baxter;darcy	2		ok	
WRN	ENSG00000165392	8	31033761	31176138	30891317	31031285	1	protein_coding	142377	baxter;darcy	2		ok	
XPA	ENSG00000136936	9	97653139	97697408	100437191	100459639	-1	protein_coding	44269	baxter;darcy	2		ok	
XPC	ENSG00000154767	3	14145145	14178767	14186647	14220283	-1	protein_coding	33622	baxter;darcy	2		ok	
YWHAE	ENSG00000108953	17	1344275	1400326	1247566	1303672	-1	protein_coding	56051	baxter	1		ok	
YWHAZ	ENSG00000164924	8	100914526	100953397	101928753	101965616	-1	protein_coding	38871	baxter	1		ok	
YY1	ENSG00000100811	14	100238298	100282788	100704635	100749129	1	protein_coding	44490	baxter	1		ok	
ZBTB1	ENSG00000126804	14	64502152	64533690	64970430	65000408	1	protein_coding	31538	bajpai	1		ok	
ZBTB17	ENSG00000116809	1	15940148	15976132	16268364	16302627	-1	protein_coding	35984	baxter	1		ok	
ZC3H4	ENSG00000130749	19	47064187	47113776	47567444	47617009	-1	protein_coding	49589	bajpai	1		ok	
ZC3H7B	ENSG00000100403	22	41301457	41360155	41697526	41756151	1	protein_coding	58698	darcy	1		ok	
ZDHHC21	ENSG00000175893	9	14586766	14694198	14611069	14693469	-1	protein_coding	107432	baxter	1		ok	
ZEB2	ENSG00000169554	2	144364364	144521057	145141648	145282147	-1	protein_coding	156693	baxter	1		ok	
ZIC2	ENSG00000043355	13	99981266	99986765	100634026	100639018	1	protein_coding	5499	baxter	1		ok	
ZMIZ1	ENSG00000108175	10	79068904	79316550	80828792	81076276	1	protein_coding	247646	darcy	1		ok	
ZMPSTE24	ENSG00000084073	1	40258041	40294199	40723779	40759856	1	protein_coding	36158	baxter;darcy	2		ok	
ZNF354A	ENSG00000169131	5	178711510	178732381	178138593	178157703	-1	protein_coding	20871	darcy	1		ok	
